Account,Day,Details,Amount,Transaction ID,Business Name
Oscar Evans (Katar Spirits Daily Wage),174,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),174,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,174,Revenue,6720.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,174,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),175,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),175,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,175,Revenue,6231.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,175,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),176,Wage,-264.0,14.0,Katar Spirits
Katar Spirits Revenue,176,Revenue,4929.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),176,Wage,-46.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,176,Marketing,-500.0,14.0,Katar Spirits
Katar Spirits Revenue,177,Revenue,4857.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),177,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),177,Wage,-264.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,177,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),178,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,178,Revenue,4050.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),178,Wage,-264.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,178,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),179,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),179,Wage,-198.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),179,Wage,-56.0,14.0,Katar Spirits
Katar Spirits Revenue,179,Revenue,4857.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,179,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),180,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),180,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,180,Revenue,5208.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,180,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),181,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),181,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,181,Revenue,6408.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,181,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),182,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),182,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,182,Revenue,3924.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,182,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),183,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),183,Wage,-264.0,14.0,Katar Spirits
Katar Spirits Revenue,183,Revenue,3309.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,183,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),184,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),184,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,184,Revenue,3213.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,184,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),185,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),185,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,185,Revenue,2973.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,185,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),186,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),186,Wage,-198.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),186,Wage,-56.0,14.0,Katar Spirits
Katar Spirits Revenue,186,Revenue,4506.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,186,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),187,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),187,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,187,Revenue,4650.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,187,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),188,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),188,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,188,Revenue,6159.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,188,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),189,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),189,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,189,Revenue,6039.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,189,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),190,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),190,Wage,-264.0,14.0,Katar Spirits
Katar Spirits Revenue,190,Revenue,5136.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,190,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),191,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),191,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,191,Revenue,5001.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,191,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),192,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),192,Wage,-264.0,14.0,Katar Spirits
Katar Spirits Revenue,192,Revenue,4074.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,192,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),193,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),193,Wage,-198.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),193,Wage,-168.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),193,Wage,-144.0,14.0,Katar Spirits
Katar Spirits Revenue,193,Revenue,10230.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,193,Marketing,-500.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,194,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),201,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,201,Revenue,10761.0,14.0,Katar Spirits
Replacement for Abbie Lopez (Katar Spirits Wage),201,ReplacementWage,-280.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),201,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),202,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),202,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),202,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,202,Revenue,13239.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,202,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),203,Wage,-216.0,14.0,Katar Spirits
Katar Spirits Revenue,203,Revenue,11496.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),203,Wage,-224.0,14.0,Katar Spirits
Replacement for Oscar Evans (Katar Spirits Wage),203,ReplacementWage,-57.5,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,203,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),204,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),204,Wage,-264.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),204,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,204,Revenue,10647.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,204,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),205,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),205,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),205,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,205,Revenue,9759.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,205,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),206,Wage,-288.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),206,Wage,-264.0,14.0,Katar Spirits
Katar Spirits Revenue,206,Revenue,8238.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),206,Wage,-46.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,206,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),207,Wage,-168.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),207,Wage,-198.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),207,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),207,Wage,-144.0,14.0,Katar Spirits
Katar Spirits Revenue,207,Revenue,9933.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,207,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),208,Wage,-288.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),208,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),208,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,208,Revenue,10896.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,208,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),209,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),209,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,209,Revenue,7752.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),209,Wage,-288.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,209,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),210,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),210,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),210,Wage,-216.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,210,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),211,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),211,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),211,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,211,Revenue,5112.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,211,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),212,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),212,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),212,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,212,Revenue,9714.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,212,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),213,Wage,-46.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),213,Wage,-264.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),213,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,213,Revenue,8214.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,213,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),214,Wage,-144.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),214,Wage,-168.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),214,Wage,-198.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),214,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,214,Revenue,10050.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,214,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),215,Wage,-288.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),215,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),215,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,215,Revenue,11079.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,215,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),216,Wage,-224.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),216,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,216,Revenue,11463.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),216,Wage,-46.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,216,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),217,Wage,-216.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),217,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),217,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,217,Revenue,8805.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,217,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),218,Wage,-264.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),218,Wage,-288.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),218,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,218,Revenue,10782.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,218,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),219,Wage,-288.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),219,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),219,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,219,Revenue,10230.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,219,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),220,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),220,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,220,Revenue,7935.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),220,Wage,-288.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,220,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),221,Wage,-46.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),221,Wage,-168.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),221,Wage,-198.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),221,Wage,-144.0,14.0,Katar Spirits
Katar Spirits Revenue,221,Revenue,10047.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,221,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),222,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),222,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,222,Revenue,10986.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),222,Wage,-288.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,222,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),223,Wage,-288.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),223,Wage,-224.0,14.0,Katar Spirits
Katar Spirits Revenue,223,Revenue,13671.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),223,Wage,-46.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,223,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),224,Wage,-216.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),224,Wage,-224.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),224,Wage,-46.0,14.0,Katar Spirits
Katar Spirits Revenue,224,Revenue,11730.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,224,Marketing,-500.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),225,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),225,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,225,Revenue,10872.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),225,Wage,-264.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,225,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),226,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),226,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),226,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,226,Revenue,10230.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,226,Marketing,-500.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),227,Wage,-264.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),227,Wage,-46.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),227,Wage,-288.0,14.0,Katar Spirits
Katar Spirits Revenue,227,Revenue,8328.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,227,Marketing,-500.0,14.0,Katar Spirits
Eliza Owens (Katar Spirits Daily Wage),228,Wage,-144.0,14.0,Katar Spirits
Katar Spirits Revenue,228,Revenue,10320.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),228,Wage,-168.0,14.0,Katar Spirits
Annabelle Stewart (Katar Spirits Daily Wage),228,Wage,-198.0,14.0,Katar Spirits
Oscar Evans (Katar Spirits Daily Wage),228,Wage,-46.0,14.0,Katar Spirits
Marketing campaigns for Katar Spirits,228,Marketing,-500.0,14.0,Katar Spirits
Abbie Lopez (Katar Spirits Daily Wage),229,Wage,-224.0,14.0,Katar Spirits
