Account,Day,Details,Amount,Transaction ID,Business Name
Naomi Robinson (Karakata Associates Daily Wage),263,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),263,Wage,-968.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),263,Wage,-912.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,263,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,264,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),264,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),264,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),264,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),264,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),264,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),264,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,264,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,265,Revenue,8835.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),265,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),265,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),265,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),265,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,265,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,266,Revenue,8265.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),266,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),266,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),266,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),266,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,266,Marketing,-500.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),267,Wage,-736.0,5.0,Karakata Associates
Karakata Associates Revenue,267,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),267,Wage,-40.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),267,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),267,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),267,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),267,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,267,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,268,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),268,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),268,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),268,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),268,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),268,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),268,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,268,Marketing,-500.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),269,Wage,-968.0,5.0,Karakata Associates
Karakata Associates Revenue,269,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),269,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),269,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),269,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),269,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),269,Wage,-984.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,269,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,270,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),270,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),270,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),270,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),270,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),270,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),270,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,270,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,271,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),271,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),271,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),271,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),271,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),271,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),271,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,271,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,272,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),272,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),272,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),272,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),272,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,272,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,273,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),273,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),273,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),273,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),273,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,273,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,274,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),274,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),274,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),274,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),274,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),274,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),274,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,274,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,275,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),275,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),275,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),275,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),275,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),275,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),275,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,275,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,276,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),276,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),276,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),276,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),276,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),276,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),276,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,276,Marketing,-500.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),277,Wage,-40.0,5.0,Karakata Associates
Karakata Associates Revenue,277,Revenue,6840.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),277,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),277,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),277,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),277,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),277,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,277,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,278,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),278,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),278,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),278,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),278,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),278,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),278,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,278,Marketing,-500.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),279,Wage,-40.0,5.0,Karakata Associates
Karakata Associates Revenue,279,Revenue,8550.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),279,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),279,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),279,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,279,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,280,Revenue,8835.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),280,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),280,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),280,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),280,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,280,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,281,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),281,Wage,-40.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),281,Wage,-968.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),281,Wage,-984.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),281,Wage,-616.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),281,Wage,-912.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),281,Wage,-736.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,281,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,282,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),282,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),282,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),282,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),282,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),282,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),282,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,282,Marketing,-500.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,283,Marketing,-500.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),283,Wage,-912.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),283,Wage,-968.0,5.0,Karakata Associates
Karakata Associates Revenue,283,Revenue,6840.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),283,Wage,-984.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),283,Wage,-616.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),283,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),283,Wage,-40.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),284,Wage,-616.0,5.0,Karakata Associates
Karakata Associates Revenue,284,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),284,Wage,-40.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),284,Wage,-912.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),284,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),284,Wage,-968.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),284,Wage,-736.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,284,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,285,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),285,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),285,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),285,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),285,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),285,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),285,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,285,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,286,Revenue,8835.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,286,Marketing,-500.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),286,Wage,-760.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),286,Wage,-704.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),286,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),286,Wage,-40.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),287,Wage,-760.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),287,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),287,Wage,-40.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),287,Wage,-704.0,5.0,Karakata Associates
Karakata Associates Revenue,287,Revenue,8835.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,287,Marketing,-500.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),288,Wage,-984.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),288,Wage,-616.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),288,Wage,-968.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),288,Wage,-912.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),288,Wage,-736.0,5.0,Karakata Associates
Karakata Associates Revenue,288,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),288,Wage,-40.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,288,Marketing,-500.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),289,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),289,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),289,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),289,Wage,-968.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),289,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),289,Wage,-40.0,5.0,Karakata Associates
Karakata Associates Revenue,289,Revenue,6840.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,289,Marketing,-500.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),290,Wage,-40.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),290,Wage,-616.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),290,Wage,-912.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),290,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),290,Wage,-968.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),290,Wage,-736.0,5.0,Karakata Associates
Karakata Associates Revenue,290,Revenue,6840.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,290,Marketing,-500.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),291,Wage,-968.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),291,Wage,-984.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),291,Wage,-616.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),291,Wage,-912.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),291,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),291,Wage,-40.0,5.0,Karakata Associates
Karakata Associates Revenue,291,Revenue,6840.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,291,Marketing,-500.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),292,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),292,Wage,-736.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),292,Wage,-912.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),292,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),292,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),292,Wage,-968.0,5.0,Karakata Associates
Karakata Associates Revenue,292,Revenue,9120.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,292,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,293,Revenue,9120.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),293,Wage,-736.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),293,Wage,-40.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,293,Marketing,-500.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),293,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),293,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,294,Marketing,-500.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),298,Wage,-968.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),298,Wage,-984.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),298,Wage,-912.0,5.0,Karakata Associates
Karakata Associates Revenue,298,Revenue,6840.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),298,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),298,Wage,-736.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),298,Wage,-616.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,298,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,299,Revenue,9120.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),299,Wage,-40.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),299,Wage,-736.0,5.0,Karakata Associates
Replacement for Roosevelt Wright (Karakata Associates Wage),299,ReplacementWage,-1140.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),299,Wage,-616.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),299,Wage,-984.0,5.0,Karakata Associates
Sonny Mitchell (Karakata Associates Daily Wage),299,Wage,-968.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,299,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,300,Revenue,8835.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),300,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),300,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),300,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),300,Wage,-760.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,300,Marketing,-500.0,5.0,Karakata Associates
Karakata Associates Revenue,301,Revenue,8550.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),301,Wage,-40.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),301,Wage,-736.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),301,Wage,-704.0,5.0,Karakata Associates
Lewis Murphy (Karakata Associates Daily Wage),301,Wage,-760.0,5.0,Karakata Associates
