Account,Day,Details,Amount,Transaction ID,Business Name
Katalytica Revenue,16,Revenue,660.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),16,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,16,Marketing,-100.0,12.0,Katalytica
Katalytica Revenue,17,Revenue,660.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),17,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,17,Marketing,-100.0,12.0,Katalytica
Katalytica Revenue,18,Revenue,660.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),18,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,18,Marketing,-100.0,12.0,Katalytica
Katalytica Revenue,19,Revenue,770.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),19,Wage,-387.0,12.0,Katalytica
Katalytica Revenue,20,Revenue,770.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),20,Wage,-387.0,12.0,Katalytica
Katalytica Revenue,21,Revenue,770.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),21,Wage,-387.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),22,Wage,-504.0,12.0,Katalytica
Katalytica Revenue,22,Revenue,770.0,12.0,Katalytica
Katalytica Revenue,23,Revenue,770.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),23,Wage,-504.0,12.0,Katalytica
Katalytica Revenue,24,Revenue,770.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),24,Wage,-504.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),25,Wage,-504.0,12.0,Katalytica
Katalytica Revenue,25,Revenue,770.0,12.0,Katalytica
Katalytica Revenue,26,Revenue,770.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),26,Wage,-387.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),27,Wage,-387.0,12.0,Katalytica
Katalytica Revenue,27,Revenue,770.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),28,Wage,-387.0,12.0,Katalytica
Katalytica Revenue,28,Revenue,770.0,12.0,Katalytica
Katalytica Revenue,29,Revenue,770.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),29,Wage,-504.0,12.0,Katalytica
Katalytica Revenue,30,Revenue,791.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),30,Wage,-504.0,12.0,Katalytica
Katalytica Revenue,31,Revenue,904.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),31,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,32,Revenue,904.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),32,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,33,Revenue,904.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),33,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,34,Revenue,904.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),34,Wage,-430.0,12.0,Katalytica
Brian Barker (Katalytica Daily Wage),56,Wage,-804.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),56,Wage,-258.0,12.0,Katalytica
Katalytica Revenue,56,Revenue,920.0,12.0,Katalytica
Katalytica Revenue,57,Revenue,920.0,12.0,Katalytica
Replacement for Evie Jones (Katalytica Wage),57,ReplacementWage,-980.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),58,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,58,Revenue,920.0,12.0,Katalytica
Katalytica Revenue,59,Revenue,920.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),59,Wage,-560.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),60,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),60,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,60,Revenue,920.0,12.0,Katalytica
Katalytica Revenue,61,Revenue,920.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),61,Wage,-430.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),62,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,62,Revenue,920.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),63,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),63,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,63,Revenue,920.0,12.0,Katalytica
Katalytica Revenue,64,Revenue,920.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),64,Wage,-560.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),65,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,65,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),66,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,66,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),67,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),67,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,67,Revenue,936.0,12.0,Katalytica
Katalytica Revenue,68,Revenue,936.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),68,Wage,-430.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),69,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,69,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),70,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),70,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,70,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),71,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,71,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),72,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,72,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),73,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,73,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),74,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),74,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,74,Revenue,936.0,12.0,Katalytica
Katalytica Revenue,75,Revenue,936.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),75,Wage,-430.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),76,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,76,Revenue,936.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),76,Wage,-430.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),77,Wage,-88.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),77,Wage,-215.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),77,Wage,-280.0,12.0,Katalytica
Katalytica Revenue,77,Revenue,936.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),78,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,78,Revenue,936.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),78,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,79,Revenue,936.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),79,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),79,Wage,-560.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),80,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,80,Revenue,936.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),80,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),81,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),81,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,81,Revenue,936.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),81,Wage,-66.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),82,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,82,Revenue,936.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),82,Wage,-430.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),83,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,83,Revenue,945.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),83,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),84,Wage,-280.0,12.0,Katalytica
Katalytica Revenue,84,Revenue,1200.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),84,Wage,-88.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),84,Wage,-215.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),85,Wage,-560.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),85,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,85,Revenue,960.0,12.0,Katalytica
Katalytica Revenue,86,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),86,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),86,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,87,Revenue,960.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),87,Wage,-560.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),87,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),88,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),88,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,88,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),88,Wage,-66.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),89,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,89,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),89,Wage,-88.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),90,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,90,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),90,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),91,Wage,-280.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),91,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,91,Revenue,1200.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),91,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,92,Revenue,1200.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),92,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),92,Wage,-560.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),93,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,93,Revenue,960.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),93,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,94,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),94,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),94,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,95,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),95,Wage,-66.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),95,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),95,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,96,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),96,Wage,-88.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),96,Wage,-430.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),97,Wage,-430.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),97,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,97,Revenue,960.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),98,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),98,Wage,-215.0,12.0,Katalytica
Katalytica Revenue,98,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),98,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,99,Revenue,1200.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),99,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),99,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,100,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),100,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),100,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,101,Revenue,960.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),101,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),101,Wage,-560.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),102,Wage,-162.0,12.0,Katalytica
Katalytica Revenue,102,Revenue,960.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),102,Wage,-134.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),102,Wage,-215.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),102,Wage,-280.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),102,Wage,-66.0,12.0,Katalytica
Katalytica Revenue,103,Revenue,960.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),103,Wage,-134.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),103,Wage,-528.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),103,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),103,Wage,-88.0,12.0,Katalytica
Marketing campaigns for Katalytica,103,Marketing,-500.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),103,Wage,-430.0,12.0,Katalytica
Katalytica Revenue,104,Revenue,1920.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),104,Wage,-670.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),104,Wage,-88.0,12.0,Katalytica
Marketing campaigns for Katalytica,104,Marketing,-600.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),104,Wage,-430.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),105,Wage,-88.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),105,Wage,-670.0,12.0,Katalytica
Katalytica Revenue,105,Revenue,960.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),105,Wage,-215.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),105,Wage,-280.0,12.0,Katalytica
Marketing campaigns for Katalytica,105,Marketing,-600.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),106,Wage,-528.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),106,Wage,-134.0,12.0,Katalytica
Katalytica Revenue,106,Revenue,960.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),106,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),106,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),106,Wage,-560.0,12.0,Katalytica
Katalytica Revenue,107,Revenue,960.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),107,Wage,-134.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),107,Wage,-528.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),107,Wage,-432.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),107,Wage,-560.0,12.0,Katalytica
Marketing campaigns for Katalytica,107,Marketing,-100.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),107,Wage,-88.0,12.0,Katalytica
Katalytica Revenue,108,Revenue,960.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),108,Wage,-134.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),108,Wage,-528.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),108,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),108,Wage,-88.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),108,Wage,-560.0,12.0,Katalytica
Marketing campaigns for Katalytica,108,Marketing,-500.0,12.0,Katalytica
Katalytica Revenue,109,Revenue,960.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),109,Wage,-134.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),109,Wage,-528.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),109,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),109,Wage,-66.0,12.0,Katalytica
Marketing campaigns for Katalytica,109,Marketing,-500.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),109,Wage,-280.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),109,Wage,-215.0,12.0,Katalytica
Marketing campaigns for Katalytica,110,Marketing,-600.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),111,Wage,-432.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),111,Wage,-528.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),111,Wage,-44.0,12.0,Katalytica
Marketing campaigns for Katalytica,111,Marketing,-250.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),111,Wage,-448.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),112,Wage,-528.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),112,Wage,-536.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),112,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),112,Wage,-44.0,12.0,Katalytica
Marketing campaigns for Katalytica,112,Marketing,-250.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),113,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),113,Wage,-432.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),113,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,113,Marketing,-250.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),113,Wage,-344.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),114,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),114,Wage,-44.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),114,Wage,-344.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),114,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,114,Marketing,-250.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),115,Wage,-432.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),115,Wage,-44.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),115,Wage,-536.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),115,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,115,Marketing,-250.0,12.0,Katalytica
Marketing campaigns for Katalytica,115,Marketing,-500.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),116,Wage,-432.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),116,Wage,-536.0,12.0,Katalytica
Katalytica Revenue,116,Revenue,480.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),116,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,116,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),116,Wage,-44.0,12.0,Katalytica
Katalytica Revenue,117,Revenue,720.0,12.0,Katalytica
Westbrook Walker (Katalytica Daily Wage),117,Wage,-528.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),117,Wage,-344.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),117,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,117,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),117,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),118,Wage,-432.0,12.0,Katalytica
Katalytica Revenue,118,Revenue,1440.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),118,Wage,-44.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),118,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,118,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),119,Wage,-44.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),119,Wage,-536.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),119,Wage,-432.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),119,Wage,-258.0,12.0,Katalytica
Marketing campaigns for Katalytica,119,Marketing,-750.0,12.0,Katalytica
Katalytica Revenue,119,Revenue,1500.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),120,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),120,Wage,-432.0,12.0,Katalytica
Katalytica Revenue,120,Revenue,750.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),120,Wage,-344.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),120,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,120,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),121,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),121,Wage,-432.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),121,Wage,-344.0,12.0,Katalytica
Katalytica Revenue,121,Revenue,750.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),121,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,121,Marketing,-750.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),122,Wage,-432.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),122,Wage,-536.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),122,Wage,-44.0,12.0,Katalytica
Katalytica Revenue,122,Revenue,1200.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),122,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,122,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),123,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),123,Wage,-432.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),123,Wage,-536.0,12.0,Katalytica
Katalytica Revenue,123,Revenue,1200.0,12.0,Katalytica
Marketing campaigns for Katalytica,123,Marketing,-750.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),123,Wage,-448.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),124,Wage,-44.0,12.0,Katalytica
Katalytica Revenue,124,Revenue,2800.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),124,Wage,-402.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),124,Wage,-344.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),124,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,124,Marketing,-750.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),125,Wage,-432.0,12.0,Katalytica
Katalytica Revenue,125,Revenue,2400.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),125,Wage,-44.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),125,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,125,Marketing,-750.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),126,Wage,-432.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),126,Wage,-258.0,12.0,Katalytica
Katalytica Revenue,126,Revenue,2400.0,12.0,Katalytica
Tristan Barker (Katalytica Daily Wage),126,Wage,-536.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),126,Wage,-44.0,12.0,Katalytica
Marketing campaigns for Katalytica,126,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),127,Wage,-44.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),127,Wage,-432.0,12.0,Katalytica
Katalytica Revenue,127,Revenue,1200.0,12.0,Katalytica
Lily Barton (Katalytica Daily Wage),127,Wage,-344.0,12.0,Katalytica
Evie Jones (Katalytica Daily Wage),127,Wage,-448.0,12.0,Katalytica
Marketing campaigns for Katalytica,127,Marketing,-750.0,12.0,Katalytica
Tommy Brooks (Katalytica Daily Wage),128,Wage,-44.0,12.0,Katalytica
Katalytica Revenue,128,Revenue,4050.0,12.0,Katalytica
Olivia Cox (Katalytica Daily Wage),128,Wage,-432.0,12.0,Katalytica
