Account,Day,Details,Amount,Transaction ID,Business Name
Maria Willis (Karvin Kueen Daily Wage),145,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),145,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,145,Revenue,2980.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,145,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),146,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,146,Revenue,3570.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),146,Wage,-100.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,146,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),147,Wage,-192.0,8.0,Karvin Kueen
Karvin Kueen Revenue,147,Revenue,2805.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,147,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),148,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),148,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,148,Revenue,2210.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,148,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),149,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),149,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,149,Revenue,1530.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,149,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),150,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),150,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,150,Revenue,1360.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,150,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),151,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),151,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,151,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,151,Revenue,1870.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),152,Wage,-160.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),152,Wage,-100.0,8.0,Karvin Kueen
Karvin Kueen Revenue,152,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,152,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),153,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,153,Revenue,2210.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),153,Wage,-100.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,153,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),154,Wage,-75.0,8.0,Karvin Kueen
Karvin Kueen Revenue,154,Revenue,1870.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),154,Wage,-192.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,154,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,155,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),155,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),155,Wage,-32.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,155,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),156,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,156,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),156,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,156,Marketing,-500.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,157,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),157,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),157,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,157,Revenue,1360.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),158,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,158,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),158,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,158,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),159,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),159,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,159,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,159,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),160,Wage,-160.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),160,Wage,-100.0,8.0,Karvin Kueen
Karvin Kueen Revenue,160,Revenue,2210.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,160,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),161,Wage,-192.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),161,Wage,-75.0,8.0,Karvin Kueen
Karvin Kueen Revenue,161,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,161,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),162,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),162,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,162,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,162,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),163,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),163,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,163,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,163,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,164,Revenue,1360.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),164,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),164,Wage,-32.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,164,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),165,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,165,Revenue,1700.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),165,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,165,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),166,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),166,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,166,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,166,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),167,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),167,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,167,Revenue,2210.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,167,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),168,Wage,-192.0,8.0,Karvin Kueen
Karvin Kueen Revenue,168,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),168,Wage,-75.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,168,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),169,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),169,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,169,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,169,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),170,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),170,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,170,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,170,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),171,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,171,Revenue,1360.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),171,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,171,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),172,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,172,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),172,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,172,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),173,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),173,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,173,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,173,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),174,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,174,Revenue,2210.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),174,Wage,-100.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,174,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),175,Wage,-192.0,8.0,Karvin Kueen
Karvin Kueen Revenue,175,Revenue,1870.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),175,Wage,-75.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,175,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),176,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),176,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,176,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,176,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),177,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),177,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,177,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,177,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),178,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),178,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,178,Revenue,1275.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,178,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),179,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),179,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,179,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,179,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),180,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),180,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,180,Revenue,1870.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,180,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),181,Wage,-100.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),181,Wage,-160.0,8.0,Karvin Kueen
Karvin Kueen Revenue,181,Revenue,2210.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,181,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),182,Wage,-75.0,8.0,Karvin Kueen
Karvin Kueen Revenue,182,Revenue,1020.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,182,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),183,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),183,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,183,Revenue,2720.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,183,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),184,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),184,Wage,-200.0,8.0,Karvin Kueen
Karvin Kueen Revenue,184,Revenue,2720.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,184,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),185,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),185,Wage,-32.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),185,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,185,Revenue,3485.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,185,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),186,Wage,-32.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),186,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,186,Revenue,4080.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),186,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,186,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),187,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),187,Wage,-125.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),187,Wage,-104.0,8.0,Karvin Kueen
Karvin Kueen Revenue,187,Revenue,4420.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),187,Wage,-240.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,187,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,188,Revenue,5780.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),188,Wage,-180.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),188,Wage,-208.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),188,Wage,-100.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,188,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),189,Wage,-75.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),189,Wage,-288.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),189,Wage,-130.0,8.0,Karvin Kueen
Karvin Kueen Revenue,189,Revenue,4420.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,189,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),190,Wage,-200.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),190,Wage,-32.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),190,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,190,Revenue,4420.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,190,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),191,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),191,Wage,-200.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),191,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,191,Revenue,4080.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,191,Marketing,-500.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),192,Wage,-32.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),192,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,192,Revenue,3230.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),192,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,192,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,193,Revenue,4080.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),193,Wage,-240.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),193,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),193,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,193,Marketing,-500.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,194,Marketing,-500.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),201,Wage,-240.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),201,Wage,-130.0,8.0,Karvin Kueen
Karvin Kueen Revenue,201,Revenue,7310.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),201,Wage,-125.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),202,Wage,-100.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),202,Wage,-180.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),202,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,202,Revenue,9350.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,202,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),203,Wage,-130.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),203,Wage,-75.0,8.0,Karvin Kueen
Karvin Kueen Revenue,203,Revenue,8075.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),203,Wage,-288.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,203,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),204,Wage,-200.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),204,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,204,Revenue,6715.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),204,Wage,-32.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,204,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),205,Wage,-208.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),205,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,205,Revenue,5610.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),205,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,205,Marketing,-500.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),206,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,206,Revenue,5610.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),206,Wage,-32.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,206,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),206,Wage,-200.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),207,Wage,-240.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),207,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,207,Revenue,6290.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),207,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,207,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),208,Wage,-130.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),208,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,208,Revenue,7310.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),208,Wage,-125.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,208,Marketing,-500.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),209,Wage,-180.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),209,Wage,-208.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),209,Wage,-100.0,8.0,Karvin Kueen
Karvin Kueen Revenue,209,Revenue,8500.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,209,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),210,Wage,-130.0,8.0,Karvin Kueen
Karvin Kueen Revenue,210,Revenue,7735.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),210,Wage,-288.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),210,Wage,-75.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,210,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),211,Wage,-208.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),211,Wage,-32.0,8.0,Karvin Kueen
Karvin Kueen Revenue,211,Revenue,4505.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),211,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,211,Marketing,-500.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),212,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,212,Revenue,4080.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),212,Wage,-32.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),212,Wage,-200.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,212,Marketing,-500.0,8.0,Karvin Kueen
Karvin Kueen Revenue,213,Revenue,3570.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),213,Wage,-32.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),213,Wage,-240.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,213,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),213,Wage,-200.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),214,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,214,Revenue,4080.0,8.0,Karvin Kueen
Maya Turner (Karvin Kueen Daily Wage),214,Wage,-32.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,214,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),214,Wage,-200.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),215,Wage,-130.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),215,Wage,-240.0,8.0,Karvin Kueen
Karvin Kueen Revenue,215,Revenue,5015.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,215,Marketing,-500.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),215,Wage,-125.0,8.0,Karvin Kueen
Bradley Turner (Karvin Kueen Daily Wage),216,Wage,-180.0,8.0,Karvin Kueen
Justin Mitchell (Karvin Kueen Daily Wage),216,Wage,-208.0,8.0,Karvin Kueen
Karvin Kueen Revenue,216,Revenue,6205.0,8.0,Karvin Kueen
Maria Willis (Karvin Kueen Daily Wage),216,Wage,-100.0,8.0,Karvin Kueen
Marketing campaigns for Karvin Kueen,216,Marketing,-500.0,8.0,Karvin Kueen
